Date,TCS.NS,INFY.NS,WIPRO.NS,HCLTECH.NS,RELIANCE.NS,ONGC.NS,TATAPOWER.NS,ADANIGREEN.NS,SUNPHARMA.NS,DRREDDY.NS,CIPLA.NS,DIVISLAB.NS
2023-08-08,3223.90625,1292.1275634765625,194.72808837890625,1043.9080810546875,1240.7264404296875,149.0203399658203,231.4595184326172,984.2999877929688,1120.7154541015625,1117.8388671875,1242.52880859375,3775.12646484375
2023-08-09,3216.382080078125,1296.03125,195.40625,1046.4691162109375,1248.9119873046875,152.07208251953125,232.44908142089844,971.2999877929688,1124.7645263671875,1159.93115234375,1242.1365966796875,3668.440673828125
2023-08-10,3197.431884765625,1291.105224609375,195.80381774902344,1037.4599609375,1254.475830078125,153.5764617919922,234.67559814453125,973.9000244140625,1122.3251953125,1156.0093994140625,1235.1705322265625,3676.09619140625
2023-08-11,3203.65576171875,1275.072021484375,193.18466186523438,1071.4384765625,1259.767822265625,152.32998657226562,233.7355194091797,971.3499755859375,1104.8116455078125,1150.44775390625,1226.5858154296875,3640.131591796875
2023-08-14,3204.631103515625,1295.2412109375,194.16683959960938,1071.026611328125,1274.6546630859375,153.01771545410156,228.7382049560547,951.25,1106.66552734375,1150.5169677734375,1212.2615966796875,3690.986572265625
2023-08-16,3212.5732421875,1318.4310302734375,195.80381774902344,1076.6517333984375,1273.6160888671875,153.92034912109375,232.49855041503906,948.5,1115.8369140625,1157.3330078125,1220.0615234375,3672.732177734375
2023-08-17,3191.533447265625,1311.971435546875,195.28932189941406,1076.2401123046875,1255.2425537109375,152.80279541015625,230.07412719726562,933.5,1116.9591064453125,1161.837646484375,1217.5595703125,3615.990234375
2023-08-18,3127.762939453125,1290.8262939453125,192.5532989501953,1073.4962158203125,1264.5406494140625,151.1217498779297,227.6991729736328,994.75,1107.2996826171875,1160.61279296875,1213.0465087890625,3616.138427734375
2023-08-21,3159.856689453125,1306.2552490234375,193.90960693359375,1078.5723876953125,1250.74267578125,151.76832580566406,236.8526611328125,1020.0499877929688,1109.7388916015625,1167.8043212890625,1210.4957275390625,3626.37890625
2023-08-22,3141.74267578125,1304.7216796875,195.07887268066406,1078.8009033203125,1250.44482421875,151.85450744628906,240.9593505859375,1015.0999755859375,1109.885498046875,1170.70849609375,1197.9373779296875,3614.50634765625
2023-08-23,3156.698486328125,1308.6253662109375,194.213623046875,1081.544921875,1251.8345947265625,151.29415893554688,243.03744506835938,971.5,1096.3720703125,1176.2010498046875,1207.4051513671875,3664.866455078125
2023-08-24,3146.945068359375,1323.1712646484375,193.02096557617188,1071.25537109375,1230.7904052734375,149.22520446777344,247.14413452148438,983.6500244140625,1091.1033935546875,1167.0733642578125,1197.4468994140625,3625.3896484375
2023-08-25,3140.953369140625,1319.9180908203125,191.61785888671875,1055.43212890625,1225.1075439453125,150.60450744628906,243.03744506835938,979.4500122070312,1079.3953857421875,1141.8040771484375,1186.5565185546875,3597.933837890625
2023-08-28,3135.612060546875,1315.7822265625,190.84616088867188,1048.5726318359375,1212.8978271484375,151.03553771972656,242.3942108154297,980.0999755859375,1089.8350830078125,1141.142333984375,1205.6881103515625,3594.71826171875
2023-08-29,3136.1689453125,1317.6409912109375,190.86953735351562,1058.72509765625,1201.2838134765625,151.46658325195312,244.32386779785156,974.5,1084.56640625,1130.848876953125,1206.5220947265625,3618.3154296875
2023-08-30,3149.917236328125,1333.906494140625,190.4486083984375,1070.569091796875,1200.1422119140625,151.5096893310547,244.76918029785156,970.5,1087.7861328125,1116.2188720703125,1212.80126953125,3592.29443359375
2023-08-31,3118.1943359375,1334.1854248046875,191.00985717773438,1072.0784912109375,1194.65771484375,150.13038635253906,242.54266357421875,928.6500244140625,1084.56640625,1107.940673828125,1233.8460693359375,3554.0048828125
2023-09-01,3139.002685546875,1341.99267578125,194.72808837890625,1084.563232421875,1197.4619140625,156.68214416503906,252.6857147216797,949.0999755859375,1082.029541015625,1102.15185546875,1221.8765869140625,3551.234619140625
2023-09-04,3175.509521484375,1361.7435302734375,203.02981567382812,1127.2762451171875,1196.494140625,157.71661376953125,256.4460754394531,959.2000122070312,1081.9320068359375,1118.13525390625,1215.4501953125,3590.85986328125
2023-09-05,3185.587890625,1374.5701904296875,201.9774932861328,1130.065673828125,1202.8968505859375,157.845947265625,255.75335693359375,962.0999755859375,1104.3726806640625,1102.2210693359375,1215.54833984375,3603.67236328125
2023-09-06,3186.09912109375,1373.22216796875,200.7848358154297,1130.340087890625,1205.4281005859375,157.8028106689453,254.8132781982422,1006.0999755859375,1114.5684814453125,1103.09033203125,1233.0120849609375,3668.626220703125
2023-09-07,3209.64697265625,1362.76611328125,202.4451904296875,1146.940673828125,1207.06591796875,156.68214416503906,260.9485778808594,1002.6500244140625,1105.494873046875,1109.3829345703125,1225.702880859375,3654.82421875
2023-09-08,3197.24609375,1365.9261474609375,201.1122283935547,1154.3033447265625,1215.1064453125,159.00975036621094,266.0448303222656,1001.2000122070312,1102.9578857421875,1103.189208984375,1221.091552734375,3659.5732421875
2023-09-11,3233.2412109375,1372.2928466796875,203.38058471679688,1172.1385498046875,1228.20947265625,158.1045684814453,269.0630187988281,1014.6500244140625,1109.2509765625,1109.1162109375,1223.7896728515625,3696.6259765625
2023-09-12,3326.272705078125,1395.2039794921875,203.45074462890625,1172.9158935546875,1210.4659423828125,155.94935607910156,259.9590148925781,1004.7999877929688,1117.39794921875,1120.970458984375,1216.3824462890625,3747.62939453125
2023-09-13,3314.243408203125,1392.64794921875,203.7781524658203,1166.37646484375,1216.52099609375,158.5355987548828,262.2350158691406,985.7999877929688,1120.81298828125,1133.832275390625,1205.2957763671875,3711.0712890625
2023-09-14,3306.997802734375,1400.6412353515625,204.12892150878906,1174.0135498046875,1217.6376953125,161.98388671875,262.333984375,983.7999877929688,1115.9833984375,1134.96826171875,1210.446533203125,3777.41015625
2023-09-15,3342.52880859375,1404.9632568359375,206.28033447265625,1193.2205810546875,1219.8961181640625,160.9062957763672,261.1960144042969,1006.4500122070312,1121.8372802734375,1149.75634765625,1212.16357421875,3775.03564453125
2023-09-18,3349.821044921875,1386.5601806640625,203.96522521972656,1193.5865478515625,1209.274658203125,160.9925079345703,262.7792663574219,1004.9500122070312,1119.7396240234375,1131.6787109375,1217.1181640625,3745.15576171875
